     t        m      T
10809.00   -6.08  189.84
10810.00   -6.08  189.84
10811.00   -6.08  189.84
10812.00   -6.08  189.84
10813.00   -6.08  189.84
10814.00   -6.08  189.84
10815.00   -6.08  189.84
10816.00   -6.08  189.84
10817.00   -6.08  189.84
10818.00   -6.08  189.84
10819.00   -6.08  189.84
10820.00   -6.08  189.84
10821.00   -6.08  189.84
10822.00   -6.08  189.84
10823.00   -6.08  189.84
10824.00   -6.08  189.84
10825.00   -6.08  189.84
10826.00   -6.08  189.84
10827.00   -6.08  189.84
10828.00   -6.08  189.84
10829.00   -6.08  189.84
10830.00   -6.08  189.84
10831.00   -6.08  189.84
10832.00   -6.08  189.84
10833.00   -6.08  189.84
10834.00   -6.08  189.84
10835.00   -6.08  189.84
10836.00   -6.08  189.84
10837.00   -6.08  189.84
10838.00   -6.08  189.84
10839.00   -6.08  189.84
10840.00   -6.08  189.84
10841.00   -6.08  189.84
10842.00   -6.08  189.84
10843.00   -6.08  189.84
10844.00   -6.08  189.84
10845.00   -6.08  189.84
10846.00   -6.08  189.84
10847.00   -6.08  189.84
10848.00   -6.08  189.84
10849.00   -6.08  189.84
10850.00   -6.08  189.84
10851.00   -6.08  189.84
10852.00   -6.08  189.84
10853.00   -6.08  189.84
10854.00   -6.08  189.84
10855.00   -6.08  189.84
10856.00   -6.08  189.84
10857.00   -6.08  189.84
10858.00   -6.08  189.84
10859.00   -6.08  189.84
10860.00   -6.08  189.84
10861.00   -6.08  189.84
10862.00   -6.08  189.84
10863.00   -6.08  189.84
10864.00   -6.08  189.84
10865.00   -6.08  189.84
10866.00   -6.08  189.84
10867.00   -6.08  189.84
10868.00   -6.08  189.84
10869.00   -6.08  189.84
10870.00   -6.08  189.84
10871.00   -6.08  189.84
10872.00   -6.08  189.84
10873.00   -6.08  189.84
10874.00   -6.08  189.84
10875.00   -6.08  189.84
10876.00   -6.08  189.84
10877.00   -6.08  189.84
10878.00   -6.08  189.84
10879.00   -6.08  189.84
10880.00   -6.08  189.84
10881.00   -6.08  189.84
10882.00   -6.08  189.84
10883.00   -6.08  189.84
10884.00   -6.08  189.84
10885.00   -6.08  189.84
10886.00   -6.08  189.84
10887.00   -6.08  189.84
10888.00   -6.08  189.84
10889.00   -6.08  189.84
10890.00   -6.08  189.84
10891.00   -6.08  189.84
10892.00   -6.08  189.84
10893.00   -6.08  189.84
10894.00   -6.08  189.84
10895.00   -6.08  189.84
10896.00   -6.08  189.84
10897.00   -6.08  189.84
10898.00   -6.08  189.84
10899.00   -6.08  189.84
10900.00   -6.08  189.84
10901.00   -6.08  189.84
10902.00   -6.08  189.84
10903.00   -6.08  189.84
10904.00   -6.08  189.84
10905.00   -6.08  189.84
10906.00   -6.08  189.84
10907.00   -6.08  189.84
10908.00   -6.08  189.84
10909.00   -6.08  189.84
10910.00   -6.08  189.84
10911.00   -6.08  189.84
10912.00   -6.08  189.84
10913.00   -6.08  189.84
10914.00   -6.08  189.84
10915.00   -6.08  189.84
10916.00   -6.08  189.84
10917.00   -6.08  189.84
10918.00   -6.08  189.84
10919.00   -6.08  189.84
10920.00   -6.08  189.84
10921.00   -6.08  189.84
10922.00   -6.08  189.84
10923.00   -6.08  189.84
10924.00   -6.08  189.84
10925.00   -6.08  189.84
10926.00   -6.08  189.84
10927.00   -6.08  189.84
10928.00   -6.08  189.84
10929.00   -6.08  189.84
10930.00   -6.08  189.84
10931.00   -6.08  189.84
10932.00   -6.08  189.84
10933.00   -6.08  189.84
10934.00   -6.08  189.84
10935.00   -6.08  189.84
10936.00   -6.08  189.84
10937.00   -6.08  189.84
10938.00   -6.08  189.84
10939.00   -6.08  189.84
10940.00   -6.08  189.84
10941.00   -6.08  189.84
10942.00   -6.08  189.84
10943.00   -6.08  189.84
10944.00   -6.08  189.84
10945.00   -6.08  189.84
10946.00   -6.08  189.84
10947.00   -6.08  189.84
10948.00   -6.08  189.84
10949.00   -6.08  189.84
10950.00   -6.08  189.84
10951.00   -6.08  189.84
10952.00   -6.08  189.84
10953.00   -6.08  189.84
10954.00   -6.08  189.84
10955.00   -6.08  189.84
10956.00   -6.08  189.84
10957.00   -6.08  189.84
10958.00   -6.08  189.84
10959.00   -6.08  189.84
10960.00   -6.08  189.84
10961.00   -6.08  189.84
10962.00   -6.08  189.84
10963.00   -6.08  189.84
10964.00   -6.08  189.84
10965.00   -6.08  189.84
10966.00   -6.08  189.84
10967.00   -6.08  189.84
10968.00   -6.08  189.84
10969.00   -6.08  189.84
10970.00   -6.08  189.84
10971.00   -6.08  189.84
10972.00   -6.08  189.84
10973.00   -6.08  189.84
10974.00   -6.08  189.84
10975.00   -6.08  189.84
10976.00   -6.08  189.84
10977.00   -6.08  189.84
10978.00   -6.08  189.84
10979.00   -6.08  189.84
10980.00   -6.08  189.84
10981.00   -6.08  189.84
10982.00   -6.08  189.84
10983.00   -6.08  189.84
10984.00   -6.08  189.84
10985.00   -6.08  189.84
10986.00   -6.08  189.84
10987.00   -6.08  189.84
10988.00   -6.08  189.84
10989.00   -6.08  189.84
10990.00   -6.08  189.84
10991.00   -6.08  189.84
10992.00   -6.08  189.84
10993.00   -6.08  189.84
10994.00   -6.08  189.84
10995.00   -6.08  189.84
10996.00   -6.08  189.84
10997.00   -6.08  189.84
10998.00   -6.08  189.84
10999.00   -6.08  189.84
11000.00   -6.08  189.84
11001.00   -6.08  189.84
11002.00   -6.08  189.84
11003.00   -6.08  189.84
11004.00   -6.08  189.84
11005.00   -6.08  189.84
11006.00   -6.08  189.84
11007.00   -6.08  189.84
11008.00   -6.08  189.84
11009.00   -6.08  189.84
11010.00   -6.08  189.84
11011.00   -6.08  189.84
11012.00   -6.08  189.84
11013.00   -6.08  189.84
11014.00   -6.08  189.84
11015.00   -6.08  189.84
11016.00   -6.08  189.84
11017.00   -6.08  189.84
11018.00   -6.08  189.84
11019.00   -6.08  189.84
11020.00   -6.08  189.84
11021.00   -6.08  189.84
11022.00   -6.08  189.84
11023.00   -6.08  189.84
11024.00   -6.08  189.84
11025.00   -6.08  189.84
11026.00   -6.08  189.84
11027.00   -6.08  189.84
11028.00   -6.08  189.84
11029.00   -6.08  189.84
11030.00   -6.08  189.84
11031.00   -6.08  189.84
11032.00   -6.08  189.84
11033.00   -6.08  189.84
11034.00   -6.08  189.84
11035.00   -6.08  189.84
11036.00   -6.08  189.84
11037.00   -6.08  189.84
11038.00   -6.08  189.84
11039.00   -6.08  189.84
11040.00   -6.08  189.84
11041.00   -6.08  189.84
11042.00   -6.08  189.84
11043.00   -6.08  189.84
11044.00   -6.08  189.84
11045.00   -6.08  189.84
11046.00   -6.08  189.84
11047.00   -6.08  189.84
11048.00   -6.08  189.84
11049.00   -6.08  189.84
11050.00   -6.08  189.84
11051.00   -6.08  189.84
11052.00   -6.08  189.84
11053.00   -6.08  189.84
11054.00   -6.08  189.84
11055.00   -6.08  189.84
11056.00   -6.08  189.84
11057.00   -6.08  189.84
11058.00   -6.08  189.84
11059.00   -6.08  189.84
11060.00   -6.08  189.84
11061.00   -6.08  189.84
11062.00   -6.08  189.84
11063.00   -6.08  189.84
11064.00   -6.08  189.84
11065.00   -6.08  189.84
11066.00   -6.08  189.84
11067.00   -6.08  189.84
11068.00   -6.08  189.84
11069.00   -6.08  189.84
11070.00   -6.08  189.84
11071.00   -6.08  189.84
11072.00   -6.08  189.84
11073.00   -6.08  189.84
11074.00   -6.08  189.84
11075.00   -6.08  189.84
11076.00   -6.08  189.84
11077.00   -6.08  189.84
11078.00   -6.08  189.84
11079.00   -6.08  189.84
11080.00   -6.08  189.84
11081.00   -6.08  189.84
11082.00   -6.08  189.84
11083.00   -6.08  189.84
11084.00   -6.08  189.84
11085.00   -6.08  189.84
11086.00   -6.08  189.84
11087.00   -6.08  189.84
11088.00   -6.08  189.84
11089.00   -6.08  189.84
11090.00   -6.08  189.84
11091.00   -6.08  189.84
11092.00   -6.08  189.84
11093.00   -6.08  189.84
11094.00   -6.08  189.84
11095.00   -6.08  189.84
11096.00   -6.08  189.84
11097.00   -6.08  189.84
11098.00   -6.08  189.84
11099.00   -6.08  189.84
11100.00   -6.08  189.84
11101.00   -6.08  189.84
11102.00   -6.08  189.84
11103.00   -6.08  189.84
11104.00   -6.08  189.84
11105.00   -6.08  189.84
11106.00   -6.08  189.84
11107.00   -6.08  189.84
11108.00   -6.08  189.84
11109.00   -6.08  189.84
11110.00   -6.08  189.84
11111.00   -6.08  189.84
11112.00   -6.08  189.84
11113.00   -6.08  189.84
11114.00   -6.08  189.84
11115.00   -6.08  189.84
11116.00   -6.08  189.84
11117.00   -6.08  189.84
11118.00   -6.08  189.84
11119.00   -6.08  189.84
11120.00   -6.08  189.84
11121.00   -6.08  189.84
11122.00   -6.08  189.84
11123.00   -6.08  189.84
11124.00   -6.08  189.84
11125.00   -6.08  189.84
11126.00   -6.08  189.84
11127.00   -6.08  189.84
11128.00   -6.08  189.84
11129.00   -6.08  189.84
11130.00   -6.08  189.84
11131.00   -6.08  189.84
11132.00   -6.08  189.84
11133.00   -6.08  189.84
11134.00   -6.08  189.84
11135.00   -6.08  189.84
11136.00   -6.08  189.84
11137.00   -6.08  189.84
11138.00   -6.08  189.84
11139.00   -6.08  189.84
11140.00   -6.08  189.84
11141.00   -6.08  189.84
11142.00   -6.08  189.84
11143.00   -6.08  189.84
11144.00   -6.08  189.84
11145.00   -6.08  189.84
11146.00   -6.08  189.84
11147.00   -6.08  189.84
11148.00   -6.08  189.84
11149.00   -6.08  189.84
11150.00   -6.08  189.84
11151.00   -6.08  189.84
11152.00   -6.08  189.84
11153.00   -6.08  189.84
11154.00   -6.08  189.84
11155.00   -6.08  189.84
11156.00   -6.08  189.84
11157.00   -6.08  189.84
11158.00   -6.08  189.84
11159.00   -6.08  189.84
11160.00   -6.08  189.84
11161.00   -6.08  189.84
11162.00   -6.08  189.84
11163.00   -6.08  189.84
11164.00   -6.08  189.84
11165.00   -6.08  189.84
11166.00   -6.08  189.84
11167.00   -6.08  189.84
11168.00   -6.08  189.84
11169.00   -6.08  189.84
11170.00   -6.08  189.84
11171.00   -6.08  189.84
11172.00   -6.08  189.84
11173.00   -6.08  189.84
11174.00   -6.08  189.84
11175.00   -6.08  189.84
11176.00   -6.08  189.84
11177.00   -6.08  189.84
11178.00   -6.08  189.84
11179.00   -6.08  189.84
11180.00   -6.08  189.84
11181.00   -6.08  189.84
11182.00   -6.08  189.84
11183.00   -6.08  189.84
11184.00   -6.08  189.84
11185.00   -6.08  189.84
11186.00   -6.08  189.84
11187.00   -6.08  189.84
11188.00   -6.08  189.84
11189.00   -6.08  189.84
11190.00   -6.08  189.84
11191.00   -6.08  189.84
11192.00   -6.08  189.84
11193.00   -6.08  189.84
11194.00   -6.08  189.84
11195.00   -6.08  189.84
11196.00   -6.08  189.84
11197.00   -6.08  189.84
11198.00   -6.08  189.84
11199.00   -6.08  189.84
11200.00   -6.08  189.84
11201.00   -6.08  189.84
11202.00   -6.08  189.84
11203.00   -6.08  189.84
11204.00   -6.08  189.84
11205.00   -6.08  189.84
11206.00   -6.08  189.84
11207.00   -6.08  189.84
11208.00   -6.08  189.84
11209.00   -6.08  189.84
11210.00   -6.08  189.84
11211.00   -6.08  189.84
11212.00   -6.08  189.84
11213.00   -6.08  189.84
11214.00   -6.08  189.84
11215.00   -6.08  189.84
11216.00   -6.08  189.84
11217.00   -6.08  189.84
11218.00   -6.08  189.84
11219.00   -6.08  189.84
11220.00   -6.08  189.84
11221.00   -6.08  189.84
11222.00   -6.08  189.84
11223.00   -6.08  189.84
11224.00   -6.08  189.84
11225.00   -6.08  189.84
11226.00   -6.08  189.84
11227.00   -6.08  189.84
11228.00   -6.08  189.84
11229.00   -6.08  189.84
11230.00   -6.08  189.84
11231.00   -6.08  189.84
11232.00   -6.08  189.84
11233.00   -6.08  189.84
11234.00   -6.08  189.84
11235.00   -6.08  189.84
11236.00   -6.08  189.84
11237.00   -6.08  189.84
11238.00   -6.08  189.84
11239.00   -6.08  189.84
11240.00   -6.08  189.84
11241.00   -6.08  189.84
11242.00   -6.08  189.84
11243.00   -6.08  189.84
11244.00   -6.08  189.84
11245.00   -6.08  189.84
11246.00   -6.08  189.84
11247.00   -6.08  189.84
11248.00   -6.08  189.84
11249.00   -6.08  189.84
11250.00   -6.08  189.84
11251.00   -6.08  189.84
11252.00   -6.08  189.84
11253.00   -6.08  189.84
11254.00   -6.08  189.84
11255.00   -6.08  189.84
11256.00   -6.08  189.84
11257.00   -6.08  189.84
11258.00   -6.08  189.84
11259.00   -6.08  189.84
11260.00   -6.08  189.84
11261.00   -6.08  189.84
11262.00   -6.08  189.84
11263.00   -6.08  189.84
11264.00   -6.08  189.84
11265.00   -6.08  189.84
11266.00   -6.08  189.84
11267.00   -6.08  189.84
11268.00   -6.08  189.84
11269.00   -6.08  189.84
11270.00   -6.08  189.84
11271.00   -6.08  189.84
11272.00   -6.08  189.84
11273.00   -6.08  189.84
11274.00   -6.08  189.84
11275.00   -6.08  189.84
11276.00   -6.08  189.84
11277.00   -6.08  189.84
11278.00   -6.08  189.84
11279.00   -6.08  189.84
11280.00   -6.08  189.84
11281.00   -6.08  189.84
11282.00   -6.08  189.84
11283.00   -6.08  189.84
11284.00   -6.08  189.84
11285.00   -6.08  189.84
11286.00   -6.08  189.84
11287.00   -6.08  189.84
11288.00   -6.08  189.84
11289.00   -6.08  189.84
11290.00   -6.08  189.84
11291.00   -6.08  189.84
11292.00   -6.08  189.84
11293.00   -6.08  189.84
11294.00   -6.08  189.84
11295.00   -6.08  189.84
11296.00   -6.08  189.84
11297.00   -6.08  189.84
11298.00   -6.08  189.84
11299.00   -6.08  189.84
11300.00   -6.08  189.84
11301.00   -6.08  189.84
11302.00   -6.08  189.84
11303.00   -6.08  189.84
11304.00   -6.08  189.84
11305.00   -6.08  189.84
11306.00   -6.08  189.84
11307.00   -6.08  189.84
11308.00   -6.08  189.84
11309.00   -6.08  189.84
11310.00   -6.08  189.84
11311.00   -6.08  189.84
11312.00   -6.08  189.84
11313.00   -6.08  189.84
11314.00   -6.08  189.84
11315.00   -6.08  189.84
11316.00   -6.08  189.84
11317.00   -6.08  189.84
11318.00   -6.08  189.84
11319.00   -6.08  189.84
11320.00   -6.08  189.84
11321.00   -6.08  189.84
11322.00   -6.08  189.84
11323.00   -6.08  189.84
11324.00   -6.08  189.84
11325.00   -6.08  189.84
11326.00   -6.08  189.84
11327.00   -6.08  189.84
11328.00   -6.08  189.84
11329.00   -6.08  189.84
11330.00   -6.08  189.84
11331.00   -6.08  189.84
11332.00   -6.08  189.84
11333.00   -6.08  189.84
11334.00   -6.08  189.84
11335.00   -6.08  189.84
11336.00   -6.08  189.84
11337.00   -6.08  189.84
11338.00   -6.08  189.84
11339.00   -6.08  189.84
11340.00   -6.08  189.84
11341.00   -6.08  189.84
11342.00   -6.08  189.84
11343.00   -6.08  189.84
11344.00   -6.08  189.84
11345.00   -6.08  189.84
11346.00   -6.08  189.84
11347.00   -6.08  189.84
11348.00   -6.08  189.84
11349.00   -6.08  189.84
11350.00   -6.08  189.84
11351.00   -6.08  189.84
11352.00   -6.08  189.84
11353.00   -6.08  189.84
11354.00   -6.08  189.84
11355.00   -6.08  189.84
11356.00   -6.08  189.84
11357.00   -6.08  189.84
11358.00   -6.08  189.84
11359.00   -6.08  189.84
11360.00   -6.08  189.84
11361.00   -6.08  189.84
11362.00   -6.08  189.84
11363.00   -6.08  189.84
11364.00   -6.08  189.84
11365.00   -6.08  189.84
11366.00   -6.08  189.84
11367.00   -6.08  189.84
11368.00   -6.08  189.84
11369.00   -6.08  189.84
11370.00   -6.08  189.84
11371.00   -6.08  189.84
11372.00   -6.08  189.84
11373.00   -6.08  189.84
11374.00   -6.08  189.84
11375.00   -6.08  189.84
11376.00   -6.08  189.84
11377.00   -6.08  189.84
11378.00   -6.08  189.84
11379.00   -6.08  189.84
11380.00   -6.08  189.84
11381.00   -6.08  189.84
11382.00   -6.08  189.84
11383.00   -6.08  189.84
11384.00   -6.08  189.84
11385.00   -6.08  189.84
11386.00   -6.08  189.84
11387.00   -6.08  189.84
11388.00   -6.08  189.84
11389.00   -6.08  189.84
11390.00   -6.08  189.84
11391.00   -6.08  189.84
11392.00   -6.08  189.84
11393.00   -6.08  189.84
11394.00   -6.08  189.84
11395.00   -6.08  189.84
11396.00   -6.08  189.84
11397.00   -6.08  189.84
11398.00   -6.08  189.84
11399.00   -6.08  189.84
11400.00   -6.08  189.84
11401.00   -6.08  189.84
11402.00   -6.08  189.84
11403.00   -6.08  189.84
11404.00   -6.08  189.84
11405.00   -6.08  189.84
11406.00   -6.08  189.84
11407.00   -6.08  189.84
11408.00   -6.08  189.84
11409.00   -6.08  189.84
11410.00   -6.08  189.84
11411.00   -6.08  189.84
11412.00   -6.08  189.84
11413.00   -6.08  189.84
11414.00   -6.08  189.84
11415.00   -6.08  189.84
11416.00   -6.08  189.84
11417.00   -6.08  189.84
11418.00   -6.08  189.84
11419.00   -6.08  189.84
11420.00   -6.08  189.84
11421.00   -6.08  189.84
11422.00   -6.08  189.84
11423.00   -6.08  189.84
11424.00   -6.08  189.84
11425.00   -6.08  189.84
11426.00   -6.08  189.84
11427.00   -6.08  189.84
11428.00   -6.08  189.84
11429.00   -6.08  189.84
11430.00   -6.08  189.84
11431.00   -6.08  189.84
11432.00   -6.08  189.84
11433.00   -6.08  189.84
11434.00   -6.08  189.84
11435.00   -6.08  189.84
11436.00   -6.08  189.84
11437.00   -6.08  189.84
11438.00   -6.08  189.84
11439.00   -6.08  189.84
11440.00   -6.08  189.84
11441.00   -6.08  189.84
11442.00   -6.08  189.84
11443.00   -6.08  189.84
11444.00   -6.08  189.84
11445.00   -6.08  189.84
11446.00   -6.08  189.84
11447.00   -6.08  189.84
11448.00   -6.08  189.84
11449.00   -6.08  189.84
11450.00   -6.08  189.84
11451.00   -6.08  189.84
11452.00   -6.08  189.84
11453.00   -6.08  189.84
11454.00   -6.08  189.84
11455.00   -6.08  189.84
11456.00   -6.08  189.84
11457.00   -6.08  189.84
11458.00   -6.08  189.84
11459.00   -6.08  189.84
11460.00   -6.08  189.84
11461.00   -6.08  189.84
11462.00   -6.08  189.84
11463.00   -6.08  189.84
11464.00   -6.08  189.84
11465.00   -6.08  189.84
11466.00   -6.08  189.84
11467.00   -6.08  189.84
11468.00   -6.08  189.84
11469.00   -6.08  189.84
11470.00   -6.08  189.84
11471.00   -6.08  189.84
11472.00   -6.08  189.84
11473.00   -6.08  189.84
11474.00   -6.08  189.84
11475.00   -6.08  189.84
11476.00   -6.08  189.84
11477.00   -6.08  189.84
11478.00   -6.08  189.84
11479.00   -6.08  189.84
11480.00   -6.08  189.84
11481.00   -6.08  189.84
11482.00   -6.08  189.84
11483.00   -6.08  189.84
11484.00   -6.08  189.84
11485.00   -6.08  189.84
11486.00   -6.08  189.84
11487.00   -6.08  189.84
11488.00   -6.08  189.84
11489.00   -6.08  189.84
11490.00   -6.08  189.84
11491.00   -6.08  189.84
11492.00   -6.08  189.84
11493.00   -6.08  189.84
11494.00   -6.08  189.84
11495.00   -6.08  189.84
11496.00   -6.08  189.84
11497.00   -6.08  189.84
11498.00   -6.08  189.84
11499.00   -6.08  189.84
11500.00   -6.08  189.84
11501.00   -6.08  189.84
11502.00   -6.08  189.84
11503.00   -6.08  189.84
11504.00   -6.08  189.84
11505.00   -6.08  189.84
11506.00   -6.08  189.84
11507.00   -6.08  189.84
11508.00   -6.08  189.84
11509.00   -6.08  189.84
11510.00   -6.08  189.84
11511.00   -6.08  189.84
11512.00   -6.08  189.84
11513.00   -6.08  189.84
11514.00   -6.08  189.84
11515.00   -6.08  189.84
11516.00   -6.08  189.84
11517.00   -6.08  189.84
11518.00   -6.08  189.84
11519.00   -6.08  189.84
11520.00   -6.08  189.84
11521.00   -6.08  189.84
11522.00   -6.08  189.84
11523.00   -6.08  189.84
11524.00   -6.08  189.84
11525.00   -6.08  189.84
11526.00   -6.08  189.84
11527.00   -6.08  189.84
11528.00   -6.08  189.84
11529.00   -6.08  189.84
11530.00   -6.08  189.84
11531.00   -6.08  189.84
11532.00   -6.08  189.84
11533.00   -6.08  189.84
11534.00   -6.08  189.84
11535.00   -6.08  189.84
11536.00   -6.08  189.84
11537.00   -6.08  189.84
11538.00   -6.08  189.84
11539.00   -6.08  189.84
11540.00   -6.08  189.84
11541.00   -6.08  189.84
11542.00   -6.08  189.84
11543.00   -6.08  189.84
11544.00   -6.08  189.84
11545.00   -6.08  189.84
11546.00   -6.08  189.84
11547.00   -6.08  189.84
11548.00   -6.08  189.84
11549.00   -6.08  189.84
11550.00   -6.08  189.84
11551.00   -6.08  189.84
11552.00   -6.08  189.84
11553.00   -6.08  189.84
11554.00   -6.08  189.84
11555.00   -6.08  189.84
11556.00   -6.08  189.84
11557.00   -6.08  189.84
11558.00   -6.08  189.84
11559.00   -6.08  189.84
11560.00   -6.08  189.84
11561.00   -6.08  189.84
11562.00   -6.08  189.84
11563.00   -6.08  189.84
11564.00   -6.08  189.84
11565.00   -6.08  189.84
11566.00   -6.08  189.84
11567.00   -6.08  189.84
11568.00   -6.08  189.84
11569.00   -6.08  189.84
11570.00   -6.08  189.84
11571.00   -6.08  189.84
11572.00   -6.08  189.84
11573.00   -6.08  189.84
11574.00   -6.08  189.84
11575.00   -6.08  189.84
11576.00   -6.08  189.84
11577.00   -6.08  189.84
11578.00   -6.08  189.84
11579.00   -6.08  189.84
11580.00   -6.08  189.84
11581.00   -6.08  189.84
11582.00   -6.08  189.84
11583.00   -6.08  189.84
11584.00   -6.08  189.84
11585.00   -6.08  189.84
11586.00   -6.08  189.84
11587.00   -6.08  189.84
11588.00   -6.08  189.84
11589.00   -6.08  189.84
11590.00   -6.08  189.84
11591.00   -6.08  189.84
11592.00   -6.08  189.84
11593.00   -6.08  189.84
11594.00   -6.08  189.84
11595.00   -6.08  189.84
11596.00   -6.08  189.84
11597.00   -6.08  189.84
11598.00   -6.08  189.84
11599.00   -6.08  189.84
11600.00   -6.08  189.84
11601.00   -6.08  189.84
11602.00   -6.08  189.84
11603.00   -6.08  189.84
11604.00   -6.08  189.84
11605.00   -6.08  189.84
11606.00   -6.08  189.84
11607.00   -6.08  189.84
11608.00   -6.08  189.84
11609.00   -6.08  189.84
11610.00   -6.08  189.84
11611.00   -6.08  189.84
11612.00   -6.08  189.84
11613.00   -6.08  189.84
11614.00   -6.08  189.84
11615.00   -6.08  189.84
11616.00   -6.08  189.84
11617.00   -6.08  189.84
11618.00   -6.08  189.84
11619.00   -6.08  189.84
11620.00   -6.08  189.84
11621.00   -6.08  189.84
11622.00   -6.08  189.84
11623.00   -6.08  189.84
11624.00   -6.08  189.84
11625.00   -6.08  189.84
11626.00   -6.08  189.84
11627.00   -6.08  189.84
11628.00   -6.08  189.84
11629.00   -6.08  189.84
11630.00   -6.08  189.84
11631.00   -6.08  189.84
11632.00   -6.08  189.84
11633.00   -6.08  189.84
11634.00   -6.08  189.84
11635.00   -6.08  189.84
11636.00   -6.08  189.84
11637.00   -6.08  189.84
11638.00   -6.08  189.84
11639.00   -6.08  189.84
11640.00   -6.08  189.84
11641.00   -6.08  189.84
11642.00   -6.08  189.84
11643.00   -6.08  189.84
11644.00   -6.08  189.84
11645.00   -6.08  189.84
11646.00   -6.08  189.84
11647.00   -6.08  189.84
11648.00   -6.08  189.84
11649.00   -6.08  189.84
11650.00   -6.08  189.84
11651.00   -6.08  189.84
11652.00   -6.08  189.84
11653.00   -6.08  189.84
11654.00   -6.08  189.84
11655.00   -6.08  189.84
11656.00   -6.08  189.84
11657.00   -6.08  189.84
11658.00   -6.08  189.84
11659.00   -6.08  189.84
11660.00   -6.08  189.84
11661.00   -6.08  189.84
11662.00   -6.08  189.84
11663.00   -6.08  189.84
11664.00   -6.08  189.84
11665.00   -6.08  189.84
11666.00   -6.08  189.84
11667.00   -6.08  189.84
11668.00   -6.08  189.84
11669.00   -6.08  189.84
11670.00   -6.08  189.84
11671.00   -6.08  189.84
11672.00   -6.08  189.84
11673.00   -6.08  189.84
11674.00   -6.08  189.84
11675.00   -6.08  189.84
11676.00   -6.08  189.84
11677.00   -6.08  189.84
11678.00   -6.08  189.84
11679.00   -6.08  189.84
11680.00   -6.08  189.84
11681.00   -6.08  189.84
11682.00   -6.08  189.84
11683.00   -6.08  189.84
11684.00   -6.08  189.84
11685.00   -6.08  189.84
11686.00   -6.08  189.84
11687.00   -6.08  189.84
11688.00   -6.08  189.84
11689.00   -6.08  189.84
11690.00   -6.08  189.84
11691.00   -6.08  189.84
11692.00   -6.08  189.84
11693.00   -6.08  189.84
11694.00   -6.08  189.84
11695.00   -6.08  189.84
11696.00   -6.08  189.84
11697.00   -6.08  189.84
11698.00   -6.08  189.84
11699.00   -6.08  189.84
11700.00   -6.08  189.84
11701.00   -6.08  189.84
11702.00   -6.08  189.84
11703.00   -6.08  189.84
11704.00   -6.08  189.84
11705.00   -6.08  189.84
11706.00   -6.08  189.84
11707.00   -6.08  189.84
11708.00   -6.08  189.84
11709.00   -6.08  189.84
11710.00   -6.08  189.84
11711.00   -6.08  189.84
11712.00   -6.08  189.84
11713.00   -6.08  189.84
11714.00   -6.08  189.84
11715.00   -6.08  189.84
11716.00   -6.08  189.84
11717.00   -6.08  189.84
11718.00   -6.08  189.84
11719.00   -6.08  189.84
11720.00   -6.08  189.84
11721.00   -6.08  189.84
11722.00   -6.08  189.84
11723.00   -6.08  189.84
11724.00   -6.08  189.84
11725.00   -6.08  189.84
11726.00   -6.08  189.84
11727.00   -6.08  189.84
11728.00   -6.08  189.84
11729.00   -6.08  189.84
11730.00   -6.08  189.84
11731.00   -6.08  189.84
11732.00   -6.08  189.84
11733.00   -6.08  189.84
11734.00   -6.08  189.84
11735.00   -6.08  189.84
11736.00   -6.08  189.84
11737.00   -6.08  189.84
11738.00   -6.08  189.84
11739.00   -6.08  189.84
11740.00   -6.08  189.84
11741.00   -6.08  189.84
11742.00   -6.08  189.84
11743.00   -6.08  189.84
11744.00   -6.08  189.84
11745.00   -6.08  189.84
11746.00   -6.08  189.84
11747.00   -6.08  189.84
11748.00   -6.08  189.84
11749.00   -6.08  189.84
11750.00   -6.08  189.84
11751.00   -6.08  189.84
11752.00   -6.08  189.84
11753.00   -6.08  189.84
11754.00   -6.08  189.84
11755.00   -6.08  189.84
11756.00   -6.08  189.84
11757.00   -6.08  189.84
11758.00   -6.08  189.84
11759.00   -6.08  189.84
11760.00   -6.08  189.84
11761.00   -6.08  189.84
11762.00   -6.08  189.84
11763.00   -6.08  189.84
11764.00   -6.08  189.84
11765.00   -6.08  189.84
11766.00   -6.08  189.84
11767.00   -6.08  189.84
11768.00   -6.08  189.84
11769.00   -6.08  189.84
11770.00   -6.08  189.84
11771.00   -6.08  189.84
11772.00   -6.08  189.84
11773.00   -6.08  189.84
11774.00   -6.08  189.84
11775.00   -6.08  189.84
11776.00   -6.08  189.84
11777.00   -6.08  189.84
11778.00   -6.08  189.84
11779.00   -6.08  189.84
11780.00   -6.08  189.84
11781.00   -6.08  189.84
11782.00   -6.08  189.84
11783.00   -6.08  189.84
11784.00   -6.08  189.84
11785.00   -6.08  189.84
11786.00   -6.08  189.84
11787.00   -6.08  189.84
11788.00   -6.08  189.84
11789.00   -6.08  189.84
11790.00   -6.08  189.84
11791.00   -6.08  189.84
11792.00   -6.08  189.84
11793.00   -6.08  189.84
11794.00   -6.08  189.84
11795.00   -6.08  189.84
11796.00   -6.08  189.84
11797.00   -6.08  189.84
11798.00   -6.08  189.84
11799.00   -6.08  189.84
11800.00   -6.08  189.84
11801.00   -6.08  189.84
11802.00   -6.08  189.84
11803.00   -6.08  189.84
11804.00   -6.08  189.84
11805.00   -6.08  189.84
11806.00   -6.08  189.84
11807.00   -6.08  189.84
