    t       m      T
119859.00   -4.01  190.81
119860.00   -3.97  191.23
119861.00   -4.07  189.88
119862.00   -4.07  189.01
119863.00   -4.07  190.84
119864.00   -3.89  189.75
119865.00   -3.92  190.84
119866.00   -4.07  190.87
119867.00   -4.15  191.13
119868.00   -3.84  190.00
119869.00   -3.98  189.52
119870.00   -4.04  189.81
119871.00   -4.03  189.97
119872.00   -3.96  191.07
119873.00   -4.00  188.78
119874.00   -4.02  189.81
119875.00   -4.11  188.91
119876.00   -4.00  191.23
119877.00   -3.98  190.87
119878.00   -3.95  189.71
119879.00   -4.00  189.30
119880.00   -4.11  189.81
119881.00   -4.01  189.39
119882.00   -3.99  188.68
119883.00   -4.06  189.78
119884.00   -4.05  190.10
119885.00   -3.99  191.10
119886.00   -4.00  189.65
119887.00   -3.98  189.59
119888.00   -3.91  190.20
119889.00   -3.99  190.42
119890.00   -3.95  188.72
119891.00   -3.92  191.90
119892.00   -4.00  190.68
119893.00   -3.93  190.23
119894.00   -3.95  189.91
119895.00   -4.01  191.16
119896.00   -4.06  189.75
119897.00   -4.03  189.88
119898.00   -4.01  191.32
119899.00   -4.07  190.52
119900.00   -3.87  191.00
119901.00   -3.94  190.26
119902.00   -4.03  190.36
119903.00   -4.04  190.94
119904.00   -3.95  188.43
119905.00   -4.07  188.52
119906.00   -3.99  190.71
119907.00   -3.95  190.17
119908.00   -4.02  190.13
119909.00   -4.06  188.65
119910.00   -4.00  189.59
119911.00   -3.94  188.68
119912.00   -4.12  190.33
119913.00   -3.98  188.81
119914.00   -3.88  189.46
119915.00   -4.06  189.75
119916.00   -4.00  188.94
119917.00   -4.03  190.71
119918.00   -4.14  190.00
119919.00   -4.00  190.94
119920.00   -4.03  189.04
119921.00   -4.03  189.88
119922.00   -4.06  188.46
119923.00   -4.10  188.81
119924.00   -4.11  190.84
119925.00   -3.98  189.33
119926.00   -4.08  189.13
119927.00   -4.06  188.52
119928.00   -4.09  188.91
119929.00   -3.95  190.39
119930.00   -3.98  189.62
119931.00   -3.99  189.62
119932.00   -4.09  189.62
119933.00   -4.07  189.07
119934.00   -4.15  189.42
119935.00   -4.07  191.04
119936.00   -4.13  190.36
119937.00   -4.06  189.52
119938.00   -3.93  190.17
119939.00   -3.98  189.59
119940.00   -4.04  189.68
119941.00   -4.06  189.88
119942.00   -4.03  189.62
119943.00   -3.97  188.88
119944.00   -4.13  189.04
119945.00   -4.13  189.65
119946.00   -4.02  191.42
119947.00   -3.88  191.10
119948.00   -4.04  189.55
119949.00   -3.96  189.62
119950.00   -4.01  188.81
119951.00   -3.92  191.13
119952.00   -4.02  189.55
119953.00   -4.02  187.85
119954.00   -4.04  190.26
119955.00   -3.89  188.62
119956.00   -4.00  189.59
119957.00   -3.95  189.75
119958.00   -3.97  190.17
119959.00   -4.03  190.58
119960.00   -3.98  189.52
119961.00   -4.01  187.81
119962.00   -4.05  188.23
119963.00   -4.05  190.17
119964.00   -4.14  189.30
119965.00   -4.07  191.20
119966.00   -4.15  189.78
119967.00   -4.00  188.20
119968.00   -3.94  189.07
119969.00   -4.09  190.10
119970.00   -4.13  189.94
119971.00   -4.06  190.55
119972.00   -4.16  189.59
119973.00   -3.93  189.88
119974.00   -4.03  189.52
119975.00   -4.03  190.17
119976.00   -3.94  189.78
119977.00   -4.06  189.42
119978.00   -4.09  188.94
119979.00   -3.95  189.65
119980.00   -3.98  190.62
119981.00   -4.04  190.39
119982.00   -3.95  189.13
119983.00   -4.01  188.59
119984.00   -3.97  188.23
119985.00   -4.02  190.78
119986.00   -3.97  189.17
119987.00   -3.93  189.23
119988.00   -4.07  190.13
119989.00   -4.07  188.78
119990.00   -4.07  188.62
119991.00   -3.96  189.81
119992.00   -3.98  190.81
119993.00   -3.97  191.84
119994.00   -4.07  191.20
119995.00   -3.90  188.36
119996.00   -3.96  188.97
119997.00   -4.05  191.26
119998.00   -3.99  191.00
119999.00   -3.96  191.55
120000.00   -4.06  189.97
120001.00   -3.99  189.71
120002.00   -4.02  190.52
120003.00   -4.08  189.65
120004.00   -3.92  189.97
120005.00   -4.11  189.88
120006.00   -4.13  189.91
120007.00   -3.93  190.04
120008.00   -4.01  188.91
120009.00   -4.12  189.91
120010.00   -4.02  189.71
120011.00   -4.07  189.62
120012.00   -3.93  190.68
120013.00   -4.13  188.94
120014.00   -4.06  187.40
120015.00   -4.02  188.81
120016.00   -3.98  189.49
120017.00   -4.00  189.17
120018.00   -3.96  189.39
120019.00   -3.93  191.55
120020.00   -4.00  189.62
120021.00   -4.04  189.07
120022.00   -3.98  189.94
120023.00   -3.97  190.00
120024.00   -4.01  188.91
120025.00   -4.05  189.42
120026.00   -4.10  188.85
120027.00   -3.97  189.88
120028.00   -4.05  190.58
120029.00   -3.97  190.52
120030.00   -4.08  190.29
120031.00   -4.05  189.04
120032.00   -4.03  190.55
120033.00   -4.08  188.59
120034.00   -3.88  188.52
120035.00   -4.07  189.01
120036.00   -4.02  190.81
120037.00   -4.16  189.36
120038.00   -4.12  189.88
120039.00   -4.03  189.39
120040.00   -4.03  189.39
120041.00   -3.97  189.20
120042.00   -3.97  189.13
120043.00   -3.97  190.07
120044.00   -3.92  189.04
120045.00   -4.02  190.55
120046.00   -3.94  190.29
120047.00   -3.96  189.62
120048.00   -3.94  189.13
120049.00   -3.93  190.75
120050.00   -4.19  191.16
120051.00   -3.98  189.91
120052.00   -4.05  190.55
120053.00   -4.13  190.07
120054.00   -4.01  190.13
120055.00   -4.10  190.29
120056.00   -3.99  189.10
120057.00   -4.02  190.26
120058.00   -4.09  191.00
120059.00   -4.03  189.59
120060.00   -4.05  188.23
120061.00   -3.95  189.84
120062.00   -4.03  192.16
120063.00   -4.02  188.72
120064.00   -4.06  189.81
120065.00   -4.10  191.65
120066.00   -4.00  189.13
120067.00   -3.99  188.52
120068.00   -4.17  189.55
120069.00   -4.16  190.87
120070.00   -3.88  190.46
120071.00   -4.01  189.13
120072.00   -3.99  190.04
120073.00   -3.91  190.26
120074.00   -3.88  190.00
120075.00   -3.89  189.10
120076.00   -4.04  189.33
120077.00   -3.93  188.97
120078.00   -3.96  190.17
120079.00   -3.90  190.00
120080.00   -4.05  190.33
120081.00   -4.11  188.65
120082.00   -4.07  187.14
120083.00   -3.99  190.91
120084.00   -4.04  189.07
120085.00   -3.94  190.04
120086.00   -3.91  190.42
120087.00   -4.07  190.00
120088.00   -4.02  189.20
120089.00   -4.06  189.04
120090.00   -4.15  190.20
120091.00   -4.07  189.84
120092.00   -3.97  189.13
120093.00   -4.02  190.04
120094.00   -4.11  190.17
120095.00   -4.01  190.26
120096.00   -4.04  188.88
120097.00   -4.05  189.13
120098.00   -3.93  191.00
120099.00   -4.02  187.75
120100.00   -4.11  189.42
120101.00   -4.01  189.55
120102.00   -4.06  191.32
120103.00   -3.88  189.91
120104.00   -3.90  190.81
120105.00   -4.14  189.49
120106.00   -3.96  188.97
120107.00   -4.12  190.62
120108.00   -4.08  191.10
120109.00   -3.90  188.78
120110.00   -3.95  189.91
120111.00   -4.08  190.33
120112.00   -3.98  190.10
120113.00   -4.10  190.65
120114.00   -3.94  190.20
120115.00   -4.01  190.68
120116.00   -4.11  189.65
120117.00   -4.08  189.71
120118.00   -4.07  189.39
120119.00   -4.14  189.62
120120.00   -4.07  190.29
120121.00   -3.90  188.85
120122.00   -3.85  190.26
120123.00   -4.02  190.68
120124.00   -4.07  188.85
120125.00   -4.00  190.04
120126.00   -3.99  190.42
120127.00   -4.00  189.91
120128.00   -3.98  190.29
120129.00   -4.10  189.65
120130.00   -4.06  189.59
120131.00   -4.03  189.52
120132.00   -3.91  188.97
120133.00   -3.94  190.13
120134.00   -4.00  190.23
120135.00   -4.20  188.23
120136.00   -3.99  189.23
120137.00   -4.03  190.42
120138.00   -3.95  191.32
120139.00   -3.98  188.88
120140.00   -4.02  188.46
120141.00   -3.93  189.59
120142.00   -4.12  190.71
120143.00   -4.02  189.49
120144.00   -4.01  188.49
120145.00   -3.95  189.23
120146.00   -4.00  189.62
120147.00   -4.02  191.42
120148.00   -3.92  188.72
120149.00   -4.06  189.23
120150.00   -4.11  190.07
120151.00   -4.02  188.75
120152.00   -3.97  188.97
120153.00   -3.97  190.62
120154.00   -4.07  190.00
120155.00   -4.02  191.39
120156.00   -4.05  189.59
120157.00   -4.08  189.62
120158.00   -4.09  189.65
120159.00   -4.11  188.97
120160.00   -4.05  189.68
120161.00   -4.12  189.42
120162.00   -3.98  190.68
120163.00   -4.13  189.26
120164.00   -4.05  190.55
120165.00   -4.15  188.20
120166.00   -4.12  189.88
120167.00   -3.97  190.94
120168.00   -3.86  189.23
120169.00   -3.94  190.23
120170.00   -3.94  188.97
120171.00   -4.00  188.07
120172.00   -3.99  188.46
120173.00   -4.07  190.17
120174.00   -4.00  189.20
120175.00   -4.03  188.56
120176.00   -3.97  190.33
120177.00   -4.07  190.68
120178.00   -3.96  188.59
120179.00   -3.93  190.04
120180.00   -4.03  190.81
120181.00   -4.00  188.65
120182.00   -3.90  188.62
120183.00   -3.97  189.65
120184.00   -3.98  190.17
120185.00   -3.96  191.07
120186.00   -4.10  188.46
120187.00   -3.99  191.00
120188.00   -4.05  190.20
120189.00   -3.95  188.94
120190.00   -3.95  189.52
120191.00   -4.06  190.36
120192.00   -4.05  188.88
120193.00   -3.97  190.52
120194.00   -3.93  191.58
120195.00   -3.98  188.56
120196.00   -4.04  188.36
120197.00   -4.06  189.78
120198.00   -4.04  188.78
120199.00   -4.05  189.97
120200.00   -4.04  189.33
120201.00   -3.97  190.23
120202.00   -4.00  190.81
120203.00   -3.98  188.59
120204.00   -4.05  190.26
120205.00   -4.04  191.61
120206.00   -4.00  191.49
120207.00   -3.96  192.07
120208.00   -4.04  188.17
120209.00   -4.01  188.01
120210.00   -4.10  189.81
120211.00   -4.08  189.49
120212.00   -3.99  189.59
120213.00   -4.11  189.39
120214.00   -4.10  189.75
120215.00   -4.04  189.59
120216.00   -4.06  190.07
120217.00   -4.08  188.91
120218.00   -4.17  190.78
120219.00   -4.00  189.65
120220.00   -4.09  190.23
120221.00   -4.04  190.71
120222.00   -3.94  190.78
120223.00   -4.05  189.13
120224.00   -3.94  188.94
120225.00   -4.06  190.36
120226.00   -3.93  189.39
120227.00   -4.11  188.01
120228.00   -4.11  189.91
120229.00   -4.11  188.97
120230.00   -4.15  188.85
120231.00   -4.11  189.62
120232.00   -4.10  190.20
120233.00   -4.15  190.39
120234.00   -3.92  189.71
120235.00   -3.97  190.81
120236.00   -3.96  190.97
120237.00   -3.99  190.58
120238.00   -3.88  190.23
120239.00   -4.04  191.32
120240.00   -4.12  189.30
120241.00   -4.00  188.04
120242.00   -4.00  187.59
120243.00   -3.90  190.13
120244.00   -4.01  190.26
120245.00   -4.01  190.10
120246.00   -4.04  189.42
120247.00   -4.07  188.43
120248.00   -4.00  191.07
120249.00   -4.01  189.71
120250.00   -4.10  189.07
120251.00   -4.11  189.52
120252.00   -3.96  190.33
120253.00   -3.98  190.52
120254.00   -4.13  190.23
120255.00   -3.92  188.10
120256.00   -4.00  189.39
120257.00   -4.15  190.00
120258.00   -4.01  188.43
120259.00   -4.01  189.42
120260.00   -4.09  188.62
120261.00   -4.07  189.88
120262.00   -4.03  189.52
120263.00   -4.10  188.49
120264.00   -4.01  189.04
120265.00   -4.09  189.91
120266.00   -4.09  191.32
120267.00   -3.90  189.84
120268.00   -4.02  188.43
120269.00   -4.10  190.39
120270.00   -4.02  187.23
120271.00   -3.97  189.88
120272.00   -4.07  189.13
120273.00   -4.05  190.46
120274.00   -3.96  189.81
120275.00   -3.90  190.07
120276.00   -4.02  191.26
120277.00   -3.92  190.17
120278.00   -4.03  189.75
120279.00   -3.94  190.04
120280.00   -4.00  190.49
120281.00   -3.95  188.85
120282.00   -3.86  189.62
120283.00   -4.02  190.10
120284.00   -4.04  189.97
120285.00   -4.05  189.39
120286.00   -4.08  189.17
120287.00   -4.09  190.49
120288.00   -4.13  191.20
120289.00   -4.15  188.43
120290.00   -4.02  190.68
120291.00   -4.03  190.36
120292.00   -4.03  188.97
120293.00   -4.06  189.07
120294.00   -4.12  189.46
120295.00   -4.00  189.46
120296.00   -4.11  190.49
120297.00   -4.00  189.75
120298.00   -4.07  191.10
120299.00   -4.13  191.39
120300.00   -4.03  189.26
120301.00   -4.09  188.72
120302.00   -4.05  189.52
120303.00   -4.01  189.75
120304.00   -4.11  189.94
120305.00   -4.11  189.36
120306.00   -4.09  189.88
120307.00   -4.03  189.62
120308.00   -3.96  189.52
120309.00   -3.99  188.78
120310.00   -4.08  189.39
120311.00   -4.07  189.30
120312.00   -4.14  189.88
120313.00   -4.09  189.36
120314.00   -4.06  188.97
120315.00   -3.97  191.04
120316.00   -4.10  189.84
120317.00   -4.04  189.33
120318.00   -3.95  191.61
120319.00   -3.90  189.36
120320.00   -4.02  190.29
120321.00   -3.98  190.07
120322.00   -4.02  188.49
120323.00   -4.00  189.65
120324.00   -4.00  189.97
120325.00   -3.91  188.78
120326.00   -3.96  189.17
120327.00   -4.05  189.68
120328.00   -4.13  188.46
120329.00   -4.03  190.26
120330.00   -3.91  191.04
120331.00   -4.08  190.58
120332.00   -4.13  188.94
120333.00   -4.05  190.20
120334.00   -4.12  190.04
120335.00   -4.08  188.85
120336.00   -3.96  188.39
120337.00   -4.00  190.23
120338.00   -4.05  188.10
120339.00   -4.13  190.46
120340.00   -4.18  189.88
120341.00   -4.06  189.17
120342.00   -4.05  189.23
120343.00   -4.04  189.55
120344.00   -4.03  191.00
120345.00   -4.01  188.75
120346.00   -4.00  189.71
120347.00   -4.08  189.23
120348.00   -4.00  190.49
120349.00   -3.96  188.88
120350.00   -4.06  189.01
120351.00   -3.96  186.88
120352.00   -4.04  191.32
120353.00   -3.94  189.65
120354.00   -3.94  189.94
120355.00   -4.13  188.72
120356.00   -4.18  187.52
120357.00   -3.93  189.88
120358.00   -4.04  191.49
120359.00   -4.01  190.65
120360.00   -4.14  188.75
120361.00   -4.01  189.13
120362.00   -4.08  189.17
120363.00   -3.98  189.26
120364.00   -4.07  190.26
120365.00   -4.01  190.49
120366.00   -4.10  188.78
120367.00   -4.09  189.33
120368.00   -4.11  190.04
120369.00   -4.08  190.97
120370.00   -4.09  189.36
120371.00   -4.02  190.04
120372.00   -4.00  190.94
120373.00   -4.00  189.01
120374.00   -3.99  189.39
120375.00   -4.10  190.20
120376.00   -4.05  191.13
120377.00   -3.96  189.13
120378.00   -4.17  190.36
120379.00   -4.11  189.75
120380.00   -4.17  190.62
120381.00   -4.02  189.84
120382.00   -4.02  189.52
120383.00   -4.04  190.62
120384.00   -4.16  188.46
120385.00   -4.00  190.84
120386.00   -4.07  189.88
120387.00   -3.84  190.36
120388.00   -4.03  188.94
120389.00   -3.92  189.52
120390.00   -4.03  190.07
120391.00   -3.97  189.81
120392.00   -4.20  190.94
120393.00   -4.00  189.04
120394.00   -4.06  189.62
120395.00   -4.11  188.10
120396.00   -4.07  190.94
120397.00   -4.07  188.72
120398.00   -4.04  189.55
120399.00   -4.05  189.49
120400.00   -4.15  189.97
120401.00   -4.05  189.46
120402.00   -4.07  187.75
120403.00   -4.06  189.52
120404.00   -4.07  189.97
120405.00   -4.05  189.20
120406.00   -4.10  190.39
120407.00   -4.07  190.20
120408.00   -3.96  190.33
120409.00   -4.08  191.04
120410.00   -4.10  190.71
120411.00   -4.06  190.10
120412.00   -4.05  189.68
120413.00   -4.17  190.71
120414.00   -3.96  189.52
120415.00   -3.89  189.52
120416.00   -4.03  188.62
120417.00   -4.13  190.23
120418.00   -4.00  189.88
120419.00   -4.12  190.78
120420.00   -4.01  189.75
120421.00   -4.01  188.01
120422.00   -4.05  188.88
120423.00   -4.15  189.13
120424.00   -4.02  189.49
120425.00   -4.05  190.00
120426.00   -4.06  189.04
120427.00   -4.02  189.17
120428.00   -4.04  190.23
120429.00   -3.96  191.04
120430.00   -3.99  189.26
120431.00   -4.02  187.75
120432.00   -3.96  188.30
120433.00   -4.00  190.46
120434.00   -4.05  188.88
120435.00   -4.08  188.97
120436.00   -4.03  189.88
120437.00   -4.05  191.29
120438.00   -3.86  191.20
120439.00   -4.03  190.00
120440.00   -4.02  190.55
120441.00   -4.09  189.33
120442.00   -4.03  189.49
120443.00   -3.99  191.13
120444.00   -4.08  191.42
120445.00   -4.06  189.33
120446.00   -3.99  189.55
120447.00   -3.99  189.55
120448.00   -3.97  190.46
120449.00   -4.02  190.07
120450.00   -4.08  189.39
120451.00   -4.13  191.55
120452.00   -3.99  190.00
120453.00   -4.07  189.26
120454.00   -4.02  188.07
120455.00   -4.11  189.94
120456.00   -4.20  190.58
120457.00   -4.03  190.07
120458.00   -4.05  190.39
120459.00   -4.05  187.91
120460.00   -3.88  190.36
120461.00   -4.01  189.36
120462.00   -4.08  189.04
120463.00   -4.02  191.36
120464.00   -4.06  189.97
120465.00   -4.12  189.65
120466.00   -3.97  191.26
120467.00   -4.13  189.04
120468.00   -3.98  189.71
120469.00   -4.02  190.20
120470.00   -3.96  189.39
120471.00   -4.04  190.29
120472.00   -4.04  189.91
120473.00   -4.02  189.07
120474.00   -4.11  188.75
120475.00   -4.14  190.04
120476.00   -4.02  190.26
120477.00   -3.86  190.04
120478.00   -3.96  191.13
120479.00   -4.02  190.87
120480.00   -3.88  189.55
120481.00   -4.11  192.10
120482.00   -3.99  188.46
120483.00   -4.02  189.42
120484.00   -4.06  189.01
120485.00   -4.09  189.49
120486.00   -4.05  189.04
120487.00   -4.00  189.04
120488.00   -3.99  189.42
120489.00   -4.08  188.56
120490.00   -3.92  191.39
120491.00   -3.91  189.94
120492.00   -3.99  190.07
120493.00   -4.07  189.75
120494.00   -4.00  189.39
120495.00   -4.01  189.97
120496.00   -4.07  190.13
120497.00   -4.09  189.59
120498.00   -4.04  188.75
120499.00   -3.99  190.13
120500.00   -4.00  190.94
120501.00   -4.08  189.39
120502.00   -3.93  189.30
120503.00   -4.04  189.33
120504.00   -4.05  191.29
120505.00   -4.04  189.10
120506.00   -3.99  190.52
120507.00   -4.05  188.78
120508.00   -4.09  190.33
120509.00   -4.03  189.30
120510.00   -4.10  190.07
120511.00   -3.97  190.36
120512.00   -3.99  188.94
120513.00   -4.06  190.55
120514.00   -4.00  190.46
120515.00   -3.97  189.59
120516.00   -4.08  188.14
120517.00   -4.01  190.07
120518.00   -4.06  189.71
120519.00   -4.18  189.62
120520.00   -3.99  190.91
120521.00   -4.02  190.65
120522.00   -4.07  189.88
120523.00   -4.05  190.46
120524.00   -4.07  190.36
120525.00   -4.00  190.39
120526.00   -4.10  190.13
120527.00   -3.99  189.91
120528.00   -4.22  190.17
120529.00   -4.16  190.00
120530.00   -4.02  190.84
120531.00   -3.99  189.65
120532.00   -4.16  187.75
120533.00   -3.97  190.42
120534.00   -4.01  189.81
120535.00   -4.03  188.59
120536.00   -4.06  190.52
120537.00   -3.98  190.17
120538.00   -4.00  191.16
120539.00   -4.05  190.07
120540.00   -4.01  190.17
120541.00   -4.09  189.71
120542.00   -3.95  189.42
120543.00   -4.04  189.42
120544.00   -3.99  191.04
120545.00   -3.99  190.46
120546.00   -4.02  187.98
120547.00   -3.99  191.49
120548.00   -4.03  189.59
120549.00   -3.96  190.55
120550.00   -4.02  189.26
120551.00   -4.01  188.07
120552.00   -3.99  190.04
120553.00   -3.99  189.88
120554.00   -4.02  188.85
120555.00   -3.98  188.81
120556.00   -3.98  190.68
120557.00   -4.20  188.97
120558.00   -3.99  188.88
120559.00   -4.10  190.91
120560.00   -4.08  189.49
120561.00   -3.94  189.20
120562.00   -3.90  188.68
120563.00   -4.18  189.88
120564.00   -3.93  190.39
120565.00   -4.07  191.20
120566.00   -4.05  190.58
120567.00   -4.17  189.88
120568.00   -4.09  188.81
120569.00   -4.06  190.26
120570.00   -3.99  190.00
120571.00   -4.17  190.42
120572.00   -4.11  190.46
120573.00   -3.98  189.88
120574.00   -4.02  189.94
120575.00   -3.96  190.20
120576.00   -3.98  190.00
120577.00   -4.04  190.62
120578.00   -3.95  189.46
120579.00   -3.96  189.33
120580.00   -4.05  190.49
120581.00   -4.07  190.52
120582.00   -4.01  189.62
120583.00   -3.99  190.65
120584.00   -4.12  191.00
120585.00   -4.09  191.55
120586.00   -3.99  190.81
120587.00   -4.00  189.49
120588.00   -4.07  189.68
120589.00   -4.06  189.91
120590.00   -3.97  190.55
120591.00   -4.05  189.10
120592.00   -3.87  189.42
120593.00   -3.98  190.55
120594.00   -4.10  190.55
120595.00   -4.01  188.85
120596.00   -3.97  190.33
120597.00   -4.05  190.78
120598.00   -3.98  189.71
120599.00   -4.05  190.13
120600.00   -3.90  189.84
120601.00   -4.03  189.71
120602.00   -4.06  189.04
120603.00   -4.02  190.33
120604.00   -4.00  189.13
120605.00   -4.08  191.78
120606.00   -4.00  190.71
120607.00   -4.05  189.52
120608.00   -4.05  189.84
120609.00   -4.07  190.13
120610.00   -3.98  188.97
120611.00   -3.97  189.94
120612.00   -4.27  188.52
120613.00   -4.07  188.49
120614.00   -3.87  189.81
120615.00   -3.98  189.36
120616.00   -4.08  190.07
120617.00   -3.88  189.68
120618.00   -4.00  190.33
120619.00   -4.05  190.39
120620.00   -3.96  191.55
120621.00   -4.04  189.20
120622.00   -4.14  190.94
120623.00   -4.06  190.52
120624.00   -3.96  190.55
120625.00   -4.09  189.46
120626.00   -3.98  188.81
120627.00   -3.96  189.17
120628.00   -3.97  189.01
120629.00   -4.06  191.04
120630.00   -4.11  189.71
120631.00   -4.01  190.39
120632.00   -4.06  188.94
120633.00   -4.06  191.07
120634.00   -4.06  190.10
120635.00   -3.97  191.55
120636.00   -3.98  190.58
120637.00   -4.07  189.94
120638.00   -3.97  189.65
120639.00   -3.93  189.04
120640.00   -3.93  189.55
120641.00   -4.07  189.71
120642.00   -4.07  191.39
120643.00   -3.99  189.52
120644.00   -3.99  190.58
120645.00   -4.06  190.36
120646.00   -4.02  188.94
120647.00   -4.07  189.55
120648.00   -4.12  189.20
120649.00   -4.06  188.39
120650.00   -4.05  188.78
120651.00   -4.06  188.85
120652.00   -4.03  189.65
120653.00   -4.01  188.59
120654.00   -3.85  190.10
120655.00   -4.11  189.07
120656.00   -4.05  190.58
120657.00   -4.12  189.26
120658.00   -4.09  189.33
120659.00   -3.92  190.52
120660.00   -3.96  189.81
120661.00   -4.00  190.13
120662.00   -3.99  189.26
120663.00   -3.93  189.84
120664.00   -3.99  190.23
120665.00   -4.06  189.52
120666.00   -4.00  188.88
120667.00   -4.05  190.00
120668.00   -4.03  189.62
120669.00   -4.07  188.78
120670.00   -3.94  189.17
120671.00   -3.98  188.94
120672.00   -4.00  190.46
120673.00   -4.07  190.26
120674.00   -4.03  191.16
120675.00   -4.09  189.55
120676.00   -3.91  188.94
120677.00   -4.01  191.20
120678.00   -4.06  189.55
120679.00   -3.89  187.88
120680.00   -4.02  190.26
120681.00   -3.98  190.07
120682.00   -3.97  191.61
120683.00   -4.06  189.10
120684.00   -4.01  190.71
120685.00   -3.86  190.10
120686.00   -3.96  191.16
120687.00   -3.97  188.27
120688.00   -4.03  189.55
120689.00   -3.98  190.20
120690.00   -4.00  191.90
120691.00   -3.99  189.23
120692.00   -4.07  190.58
120693.00   -4.15  190.26
120694.00   -4.08  188.04
120695.00   -3.98  190.00
120696.00   -4.04  189.71
120697.00   -4.02  190.68
120698.00   -3.95  190.07
120699.00   -3.93  189.20
120700.00   -4.02  189.46
120701.00   -4.17  189.81
120702.00   -4.01  188.68
120703.00   -4.10  191.04
120704.00   -4.09  190.87
120705.00   -4.09  191.00
120706.00   -4.05  190.49
120707.00   -4.07  189.42
120708.00   -4.03  188.20
120709.00   -4.11  188.52
120710.00   -4.11  190.58
120711.00   -3.96  189.88
120712.00   -4.02  189.49
120713.00   -4.07  189.52
120714.00   -4.07  189.20
120715.00   -4.03  188.52
120716.00   -4.05  189.91
120717.00   -4.20  189.23
120718.00   -4.05  188.94
120719.00   -4.08  189.07
120720.00   -4.15  188.43
120721.00   -4.04  188.33
120722.00   -4.11  190.71
120723.00   -4.19  189.62
120724.00   -4.02  190.81
120725.00   -4.07  188.36
120726.00   -4.17  188.46
120727.00   -4.11  190.33
120728.00   -4.01  191.71
120729.00   -4.06  188.46
120730.00   -4.06  190.10
120731.00   -4.07  189.39
120732.00   -4.06  190.78
120733.00   -4.08  188.85
120734.00   -4.08  189.07
120735.00   -4.12  188.94
120736.00   -3.96  190.23
120737.00   -4.11  189.52
120738.00   -4.08  189.78
120739.00   -4.07  188.85
120740.00   -4.00  189.81
120741.00   -4.04  190.42
120742.00   -3.98  189.91
120743.00   -3.98  190.87
120744.00   -4.04  190.46
120745.00   -3.98  189.23
120746.00   -4.02  190.78
120747.00   -3.91  188.49
120748.00   -3.96  189.75
120749.00   -3.98  189.71
120750.00   -4.08  190.65
120751.00   -4.15  190.04
120752.00   -4.00  189.78
120753.00   -4.05  190.55
120754.00   -3.83  189.30
120755.00   -4.09  189.81
120756.00   -3.97  190.81
120757.00   -3.99  191.26
120758.00   -3.99  191.78
120759.00   -4.12  190.00
120760.00   -3.99  189.91
120761.00   -4.02  189.59
120762.00   -3.94  189.26
120763.00   -4.09  190.36
120764.00   -4.11  191.07
120765.00   -3.99  190.26
120766.00   -3.93  190.17
120767.00   -3.98  189.49
120768.00   -3.89  189.68
120769.00   -4.05  189.52
120770.00   -4.08  190.07
120771.00   -4.04  189.59
120772.00   -4.02  190.13
120773.00   -3.96  189.39
120774.00   -4.02  189.33
120775.00   -3.98  191.10
120776.00   -4.04  189.33
120777.00   -4.12  189.65
120778.00   -4.01  190.07
120779.00   -4.07  188.59
120780.00   -4.00  188.97
120781.00   -4.09  191.23
120782.00   -4.18  189.55
120783.00   -4.07  190.55
120784.00   -3.97  189.36
120785.00   -4.03  190.10
120786.00   -4.02  191.07
120787.00   -3.99  189.75
120788.00   -4.05  188.75
120789.00   -4.07  188.81
120790.00   -3.97  189.04
120791.00   -3.95  189.07
120792.00   -4.11  188.72
120793.00   -3.98  189.75
120794.00   -4.06  188.36
120795.00   -4.16  187.94
120796.00   -4.06  190.13
120797.00   -3.82  189.46
120798.00   -4.00  189.88
120799.00   -4.09  190.68
120800.00   -3.96  191.97
120801.00   -4.04  190.81
120802.00   -3.95  189.71
120803.00   -3.97  191.16
120804.00   -4.06  188.59
120805.00   -4.04  188.97
120806.00   -3.86  189.39
120807.00   -4.20  190.10
120808.00   -4.04  188.68
120809.00   -4.03  190.13
120810.00   -3.98  188.91
120811.00   -4.05  190.04
120812.00   -3.94  190.07
120813.00   -4.15  189.55
120814.00   -4.03  188.52
120815.00   -4.03  190.36
120816.00   -3.98  189.07
120817.00   -4.00  191.04
120818.00   -3.86  189.59
120819.00   -4.13  190.68
120820.00   -4.11  191.90
120821.00   -4.01  187.75
120822.00   -4.08  188.68
120823.00   -4.06  188.17
120824.00   -4.04  189.59
120825.00   -4.06  189.49
120826.00   -4.10  190.36
120827.00   -3.98  189.65
120828.00   -4.12  188.75
120829.00   -4.06  189.26
120830.00   -3.96  189.97
120831.00   -4.04  189.52
120832.00   -4.09  189.78
120833.00   -4.07  188.43
120834.00   -4.03  189.94
120835.00   -4.06  189.13
120836.00   -4.00  190.29
120837.00   -4.05  191.16
120838.00   -3.86  188.62
120839.00   -4.00  191.20
120840.00   -4.04  192.03
120841.00   -3.93  187.75
120842.00   -4.06  189.97
120843.00   -3.91  191.00
120844.00   -3.99  188.91
120845.00   -3.87  189.91
120846.00   -4.07  190.26
120847.00   -4.01  188.97
120848.00   -3.99  190.33
120849.00   -4.01  188.10
120850.00   -3.93  187.98
120851.00   -4.05  187.52
120852.00   -3.96  189.68
120853.00   -3.89  188.97
120854.00   -4.07  189.39
120855.00   -3.99  189.01
120856.00   -4.10  188.97
120857.00   -3.96  191.07
